mese;giorno;data - ora;Gb(i);Gd(i);Gr(i);Altezza sole;Temperatura aria ext;Text media giornaliera;Text media mensile;Text media giornaliera per calcolo GG;Gradi giorno;secondi in un ora;secondi in un giorno;secondi in un mese;Htr [W/K];Hve [W/K];Qht orario [MJ];Qht giornaliero [MJ];Qht mensile [MJ]
;;12/01/2020 - 20:09;0;0;0;0;8,5;;;;;;;;;;68,8;;
;;12/01/2020 - 21:09;0;0;0;0;8,33;;;;;;;;;;69,8;;
;;12/01/2020 - 22:09;0;0;0;0;7,88;;;;;;;;;;72,5;;
;;12/01/2020 - 23:09;0;0;0;0;7,69;8,36;;8,0975;;;;;;;73,7;;
;lunedì;13/01/2020 - 00:09;0;0;0;0;7,63;;;;;;;;;;74,0;1544,46;
;;13/01/2020 - 01:09;0;0;0;0;7,46;;;;;;;;;;75,0;;
;;13/01/2020 - 02:09;0;0;0;0;7,34;;;;;;;;;;75,7;;
;;13/01/2020 - 03:09;0;0;0;0;7,44;;;;;;;;;;75,1;;
;;13/01/2020 - 04:09;0;0;0;0;7,71;;;;;;;;;;73,5;;
;;13/01/2020 - 05:09;0;0;0;0;7,51;;;;;;;;;;74,7;;
;;13/01/2020 - 06:09;0;0;0;0;7,52;;;;;;;;;;74,7;;
;;13/01/2020 - 07:09;0;0;0;0;7,4;;;;;;;;;;75,4;;
;;13/01/2020 - 08:09;0;0;0;0;7,3;;;;;;;;;;76,0;;
;;13/01/2020 - 09:09;192,96;80,92;1,7;8,79;7,97;;;;;;;;;;72,0;;
;;13/01/2020 - 10:09;405,89;130,78;4,15;17,86;9,23;;;;;;;;;;64,4;;
;;13/01/2020 - 11:09;557,52;158,66;6,13;25,13;10,48;;;;;;;;;;57,0;;
;;13/01/2020 - 12:09;674,68;163,97;7,52;29,92;11,36;;;;;;;;;;51,7;;
;;13/01/2020 - 13:09;577,03;213,64;7,52;31,59;12,03;;;;;;;;;;47,7;;
;;13/01/2020 - 14:09;570,71;191,78;7,2;29,88;12,18;;;;;;;;;;46,8;;
;;13/01/2020 - 15:09;498,41;158,23;6,03;25,06;12,21;;;;;;;;;;46,6;;
;;13/01/2020 - 16:09;355,13;121,3;4,1;17,77;11,96;;;;;;;;;;48,1;;
;;13/01/2020 - 17:09;63,36;68,81;1,29;8,68;11,44;;;;;;;;;;51,2;;
;;13/01/2020 - 18:09;0;0;0;0;10,61;;;;;;;;;;56,2;;
;;13/01/2020 - 19:09;0;0;0;0;9,9;;;;;;;;;;60,4;;
;;13/01/2020 - 20:09;0;0;0;0;9,27;;;;;;;;;;64,2;;
;;13/01/2020 - 21:09;0;0;0;0;8,92;;;;;;;;;;66,3;;
;;13/01/2020 - 22:09;0;0;0;0;8,59;;;;;;;;;;68,3;;
;;13/01/2020 - 23:09;0;0;0;0;8,4;9,24;;9,1875;;;;;;;69,4;;
;martedì;14/01/2020 - 00:09;0;0;0;0;8,42;;;;;;;;;;69,3;1502,58;
;;14/01/2020 - 01:09;0;0;0;0;8,35;;;;;;;;;;69,7;;
;;14/01/2020 - 02:09;0;0;0;0;8,26;;;;;;;;;;70,2;;
;;14/01/2020 - 03:09;0;0;0;0;8,1;;;;;;;;;;71,2;;
;;14/01/2020 - 04:09;0;0;0;0;7,75;;;;;;;;;;73,3;;
;;14/01/2020 - 05:09;0;0;0;0;7,62;;;;;;;;;;74,1;;
;;14/01/2020 - 06:09;0;0;0;0;7,59;;;;;;;;;;74,2;;
;;14/01/2020 - 07:09;0;0;0;0;7,34;;;;;;;;;;75,7;;
;;14/01/2020 - 08:09;0;0;0;0;7,27;;;;;;;;;;76,2;;
;;14/01/2020 - 09:09;246,99;75,73;1,85;8,86;7,85;;;;;;;;;;72,7;;
;;14/01/2020 - 10:09;444,61;121;4,3;17,95;9,15;;;;;;;;;;64,9;;
;;14/01/2020 - 11:09;598,36;147,37;6,33;25,25;10,63;;;;;;;;;;56,1;;
;;14/01/2020 - 12:09;670,71;168,92;7,56;30,07;11,82;;;;;;;;;;48,9;;
;;14/01/2020 - 13:09;537,81;231,08;7,44;31,76;12,61;;;;;;;;;;44,2;;
;;14/01/2020 - 14:09;480,63;225,79;6,93;30,07;12,75;;;;;;;;;;43,4;;
;;14/01/2020 - 15:09;459,61;176,54;5,97;25,25;12,7;;;;;;;;;;43,7;;
;;14/01/2020 - 16:09;235,17;150,64;3,7;17,96;12,36;;;;;;;;;;45,7;;
;;14/01/2020 - 17:09;64,9;71,02;1,34;8,86;12;;;;;;;;;;47,9;;
;;14/01/2020 - 18:09;0;0;0;0;11,3;;;;;;;;;;52,1;;
;;14/01/2020 - 19:09;0;0;0;0;10,07;;;;;;;;;;59,4;;
;;14/01/2020 - 20:09;0;0;0;0;9,32;;;;;;;;;;63,9;;
;;14/01/2020 - 21:09;0;0;0;0;8,92;;;;;;;;;;66,3;;
;;14/01/2020 - 22:09;0;0;0;0;8,59;;;;;;;;;;68,3;;
;;14/01/2020 - 23:09;0;0;0;0;8,09;9,54;;9,2975;;;;;;;71,3;;
;mercoledì;15/01/2020 - 00:09;0;0;0;0;7,85;;;;;;;;;;72,7;1504,55;
;;15/01/2020 - 01:09;0;0;0;0;7,69;;;;;;;;;;73,7;;
;;15/01/2020 - 02:09;0;0;0;0;7,54;;;;;;;;;;74,5;;
;;15/01/2020 - 03:09;0;0;0;0;7,28;;;;;;;;;;76,1;;
;;15/01/2020 - 04:09;0;0;0;0;6,97;;;;;;;;;;78,0;;
;;15/01/2020 - 05:09;0;0;0;0;6,7;;;;;;;;;;79,6;;
;;15/01/2020 - 06:09;0;0;0;0;6,57;;;;;;;;;;80,4;;
;;15/01/2020 - 07:09;0;0;0;0;6,4;;;;;;;;;;81,4;;
;;15/01/2020 - 08:09;0;0;0;0;6,25;;;;;;;;;;82,3;;
;;15/01/2020 - 09:09;244,9;75,04;1,85;8,93;6,81;;;;;;;;;;78,9;;
;;15/01/2020 - 10:09;440,31;121,69;4,3;18,05;9,07;;;;;;;;;;65,4;;
;;15/01/2020 - 11:09;594,22;146,61;6,31;25,38;11,09;;;;;;;;;;53,3;;
;;15/01/2020 - 12:09;680,6;163,57;7,61;30,22;12,19;;;;;;;;;;46,7;;
;;15/01/2020 - 13:09;174,15;278,61;5,55;31,94;12,79;;;;;;;;;;43,1;;
;;15/01/2020 - 14:09;85,99;247,03;4,53;30,26;13,14;;;;;;;;;;41,0;;
;;15/01/2020 - 15:09;216,62;222,12;4,87;25,45;13,27;;;;;;;;;;40,3;;
;;15/01/2020 - 16:09;218,5;153,51;3,65;18,15;13,19;;;;;;;;;;40,7;;
;;15/01/2020 - 17:09;145,02;73,62;1,7;9,05;12,82;;;;;;;;;;43,0;;
;;15/01/2020 - 18:09;0;0;0;0;11,83;;;;;;;;;;48,9;;
;;15/01/2020 - 19:09;0;0;0;0;10,76;;;;;;;;;;55,3;;
;;15/01/2020 - 20:09;0;0;0;0;10,23;;;;;;;;;;58,5;;
;;15/01/2020 - 21:09;0;0;0;0;9,81;;;;;;;;;;61,0;;
;;15/01/2020 - 22:09;0;0;0;0;9,43;;;;;;;;;;63,2;;
;;15/01/2020 - 23:09;0;0;0;0;8,85;9,52;;9,14;;;;;;;66,7;;
;giovedì;16/01/2020 - 00:09;0;0;0;0;8,12;;;;;;;;;;71,1;1619,07;
;;16/01/2020 - 01:09;0;0;0;0;6,91;;;;;;;;;;78,3;;
;;16/01/2020 - 02:09;0;0;0;0;5,76;;;;;;;;;;85,2;;
;;16/01/2020 - 03:09;0;0;0;0;5,46;;;;;;;;;;87,0;;
;;16/01/2020 - 04:09;0;0;0;0;5,38;;;;;;;;;;87,5;;
;;16/01/2020 - 05:09;0;0;0;0;5,54;;;;;;;;;;86,5;;
;;16/01/2020 - 06:09;0;0;0;0;5,57;;;;;;;;;;86,3;;
;;16/01/2020 - 07:09;0;0;0;0;5,27;;;;;;;;;;88,1;;
;;16/01/2020 - 08:09;0;0;0;0;4,96;;;;;;;;;;90,0;;
;;16/01/2020 - 09:09;242,7;79,51;1,89;9;5,3;;;;;;;;;;88,0;;
;;16/01/2020 - 10:09;444,41;126,33;4,39;18,15;8,22;;;;;;;;;;70,5;;
;;16/01/2020 - 11:09;606,66;151,64;6,48;25,51;11,13;;;;;;;;;;53,1;;
;;16/01/2020 - 12:09;718,08;157,3;7,86;30,38;12,33;;;;;;;;;;45,9;;
;;16/01/2020 - 13:09;717,75;172,8;8,25;32,13;12,94;;;;;;;;;;42,2;;
;;16/01/2020 - 14:09;633,21;182,29;7,67;30,46;13,15;;;;;;;;;;41,0;;
;;16/01/2020 - 15:09;557,1;149,35;6,46;25,66;13,11;;;;;;;;;;41,2;;
;;16/01/2020 - 16:09;396,58;118,09;4,43;18,35;12,9;;;;;;;;;;42,5;;
;;16/01/2020 - 17:09;191,23;71,28;1,91;9,24;12,39;;;;;;;;;;45,5;;
;;16/01/2020 - 18:09;0;0;0;0;11,34;;;;;;;;;;51,8;;
;;16/01/2020 - 19:09;0;0;0;0;10,2;;;;;;;;;;58,6;;
;;16/01/2020 - 20:09;0;0;0;0;9,05;;;;;;;;;;65,5;;
;;16/01/2020 - 21:09;0;0;0;0;8,42;;;;;;;;;;69,3;;
;;16/01/2020 - 22:09;0;0;0;0;7,96;;;;;;;;;;72,0;;
;;16/01/2020 - 23:09;0;0;0;0;7,98;8,72;;8,115;;;;;;;71,9;;
;venerdì;17/01/2020 - 00:09;0;0;0;0;7,07;;;;;;;;;;77,4;1668,43;
;;17/01/2020 - 01:09;0;0;0;0;6,24;;;;;;;;;;82,3;;
;;17/01/2020 - 02:09;0;0;0;0;5,44;;;;;;;;;;87,1;;
;;17/01/2020 - 03:09;0;0;0;0;5,14;;;;;;;;;;88,9;;
;;17/01/2020 - 04:09;0;0;0;0;4,92;;;;;;;;;;90,2;;
;;17/01/2020 - 05:09;0;0;0;0;4,63;;;;;;;;;;92,0;;
;;17/01/2020 - 06:09;0;0;0;0;4,34;;;;;;;;;;93,7;;
;;17/01/2020 - 07:09;0;0;0;0;4,11;;;;;;;;;;95,1;;
;;17/01/2020 - 08:09;0;0;0;0;3,96;;;;;;;;;;96,0;;
;;17/01/2020 - 09:09;246,42;77,87;1,91;9,09;4,44;;;;;;;;;;93,1;;
;;17/01/2020 - 10:09;446,24;127,61;4,43;18,26;8,16;;;;;;;;;;70,8;;
;;17/01/2020 - 11:09;620,74;146,46;6,55;25,65;11,11;;;;;;;;;;53,2;;
;;17/01/2020 - 12:09;736,19;150,85;7,97;30,55;12,18;;;;;;;;;;46,8;;
;;17/01/2020 - 13:09;735,3;166,52;8,36;32,32;12,48;;;;;;;;;;45,0;;
;;17/01/2020 - 14:09;649,12;177,56;7,77;30,67;12,42;;;;;;;;;;45,4;;
;;17/01/2020 - 15:09;561,29;149,11;6,52;25,87;12,55;;;;;;;;;;44,6;;
;;17/01/2020 - 16:09;122,6;161,99;3,25;18,55;12,46;;;;;;;;;;45,1;;
;;17/01/2020 - 17:09;45,3;72,78;1,32;9,43;12,04;;;;;;;;;;47,6;;
;;17/01/2020 - 18:09;0;0;0;0;11,07;;;;;;;;;;53,4;;
;;17/01/2020 - 19:09;0;0;0;0;10,16;;;;;;;;;;58,9;;
;;17/01/2020 - 20:09;0;0;0;0;9,4;;;;;;;;;;63,4;;
;;17/01/2020 - 21:09;0;0;0;0;9,15;;;;;;;;;;64,9;;
;;17/01/2020 - 22:09;0;0;0;0;9,28;;;;;;;;;;64,1;;
;;17/01/2020 - 23:09;0;0;0;0;8,39;8,38;;7,5875;;;;;;;69,5;;
;sabato;18/01/2020 - 00:09;0;0;0;0;7,81;;;;;;;;;;72,9;1529,98;
;;18/01/2020 - 01:09;0;0;0;0;7,41;;;;;;;;;;75,3;;
;;18/01/2020 - 02:09;0;0;0;0;6,84;;;;;;;;;;78,7;;
;;18/01/2020 - 03:09;0;0;0;0;6,34;;;;;;;;;;81,7;;
;;18/01/2020 - 04:09;0;0;0;0;6,75;;;;;;;;;;79,3;;
;;18/01/2020 - 05:09;0;0;0;0;6,81;;;;;;;;;;78,9;;
;;18/01/2020 - 06:09;0;0;0;0;6,8;;;;;;;;;;79,0;;
;;18/01/2020 - 07:09;0;0;0;0;6,58;;;;;;;;;;80,3;;
;;18/01/2020 - 08:09;0;0;0;0;6,18;;;;;;;;;;82,7;;
;;18/01/2020 - 09:09;246,95;77,47;1,92;9,17;6,18;;;;;;;;;;82,7;;
;;18/01/2020 - 10:09;450,05;124,46;4,45;18,37;8,31;;;;;;;;;;69,9;;
;;18/01/2020 - 11:09;614,43;146,95;6,54;25,79;10,21;;;;;;;;;;58,6;;
;;18/01/2020 - 12:09;704,14;162,51;7,86;30,73;11,41;;;;;;;;;;51,4;;
;;18/01/2020 - 13:09;702,46;178,97;8,25;32,52;12,31;;;;;;;;;;46,0;;
;;18/01/2020 - 14:09;619,84;188,13;7,68;30,88;12,78;;;;;;;;;;43,2;;
;;18/01/2020 - 15:09;536,33;158,8;6,46;26,08;13,31;;;;;;;;;;40,0;;
;;18/01/2020 - 16:09;154,93;164,28;3,47;18,76;13,28;;;;;;;;;;40,2;;
;;18/01/2020 - 17:09;44,61;73,44;1,34;9,63;12,9;;;;;;;;;;42,5;;
;;18/01/2020 - 18:09;0;0;0;0;11,88;;;;;;;;;;48,6;;
;;18/01/2020 - 19:09;0;0;0;0;10,97;;;;;;;;;;54,0;;
;;18/01/2020 - 20:09;0;0;0;0;10,38;;;;;;;;;;57,6;;
;;18/01/2020 - 21:09;0;0;0;0;10,09;;;;;;;;;;59,3;;
;;18/01/2020 - 22:09;0;0;0;0;9,59;;;;;;;;;;62,3;;
;;18/01/2020 - 23:09;0;0;0;0;9,16;9,35;;9,0125;;;;;;;64,9;;
;domenica;19/01/2020 - 00:09;0;0;0;0;8,91;;;;;;;;;;66,4;1522,02;
;;19/01/2020 - 01:09;0;0;0;0;8,56;;;;;;;;;;68,4;;
;;19/01/2020 - 02:09;0;0;0;0;8,16;;;;;;;;;;70,8;;
;;19/01/2020 - 03:09;0;0;0;0;7,54;;;;;;;;;;74,5;;
;;19/01/2020 - 04:09;0;0;0;0;7,32;;;;;;;;;;75,9;;
;;19/01/2020 - 05:09;0;0;0;0;7,13;;;;;;;;;;77,0;;
;;19/01/2020 - 06:09;0;0;0;0;6,94;;;;;;;;;;78,1;;
;;19/01/2020 - 07:09;0;0;0;0;6,69;;;;;;;;;;79,6;;
;;19/01/2020 - 08:09;0;0;0;0;6,35;;;;;;;;;;81,7;;
;;19/01/2020 - 09:09;250,29;79,17;1,97;9,27;6,85;;;;;;;;;;78,7;;
;;19/01/2020 - 10:09;453,7;124,35;4,5;18,49;8,87;;;;;;;;;;66,6;;
;;19/01/2020 - 11:09;620,87;146,99;6,61;25,94;10,75;;;;;;;;;;55,3;;
;;19/01/2020 - 12:09;735,71;151,32;8,03;30,91;11,7;;;;;;;;;;49,7;;
;;19/01/2020 - 13:09;723,11;173,02;8,39;32,73;12,3;;;;;;;;;;46,1;;
;;19/01/2020 - 14:09;638,86;182,38;7,8;31,1;12,67;;;;;;;;;;43,9;;
;;19/01/2020 - 15:09;552,35;155,45;6,58;26,3;12,74;;;;;;;;;;43,4;;
;;19/01/2020 - 16:09;404,67;118,3;4,59;18,97;12,55;;;;;;;;;;44,6;;
;;19/01/2020 - 17:09;203,5;73,59;2,07;9,83;11,98;;;;;;;;;;48,0;;
;;19/01/2020 - 18:09;0;0;0;0;11,14;;;;;;;;;;53,0;;
;;19/01/2020 - 19:09;0;0;0;0;10,47;;;;;;;;;;57,0;;
;;19/01/2020 - 20:09;0;0;0;0;9,43;;;;;;;;;;63,2;;
;;19/01/2020 - 21:09;0;0;0;0;9,14;;;;;;;;;;65,0;;
;;19/01/2020 - 22:09;0;0;0;0;8,95;;;;;;;;;;66,1;;
;;19/01/2020 - 23:09;0;0;0;0;8,47;9,40;;8,8425;;;;;;;69,0;;
;lunedì;20/01/2020 - 00:09;0;0;0;0;8,22;;;;;;;;;;70,5;1367,48;
;;20/01/2020 - 01:09;0;0;0;0;7,92;;;;;;;;;;72,3;;
;;20/01/2020 - 02:09;0;0;0;0;7,97;;;;;;;;;;72,0;;
;;20/01/2020 - 03:09;0;0;0;0;8,06;;;;;;;;;;71,4;;
;;20/01/2020 - 04:09;0;0;0;0;8,25;;;;;;;;;;70,3;;
;;20/01/2020 - 05:09;0;0;0;0;8,56;;;;;;;;;;68,4;;
;;20/01/2020 - 06:09;0;0;0;0;8,76;;;;;;;;;;67,2;;
;;20/01/2020 - 07:09;0;0;0;0;8,94;;;;;;;;;;66,2;;
;;20/01/2020 - 08:09;0;0;0;0;9,27;;;;;;;;;;64,2;;
;;20/01/2020 - 09:09;174,78;84,08;1,76;9,37;9,67;;;;;;;;;;61,8;;
;;20/01/2020 - 10:09;95,17;157,08;2,93;18,62;10,81;;;;;;;;;;55,0;;
;;20/01/2020 - 11:09;7,27;153,61;2,54;26,1;11,92;;;;;;;;;;48,3;;
;;20/01/2020 - 12:09;11,96;194,09;3,23;31,1;12,4;;;;;;;;;;45,5;;
;;20/01/2020 - 13:09;1,66;174,92;2,86;32,94;12,69;;;;;;;;;;43,7;;
;;20/01/2020 - 14:09;0;52,69;0,86;31,33;12,72;;;;;;;;;;43,6;;
;;20/01/2020 - 15:09;43,96;198,03;3,49;26,52;12,65;;;;;;;;;;44,0;;
;;20/01/2020 - 16:09;0;80,42;1,31;19,18;12,67;;;;;;;;;;43,9;;
;;20/01/2020 - 17:09;0;11,09;0,18;10,03;12,34;;;;;;;;;;45,8;;
;;20/01/2020 - 18:09;0;0;0;0;11,75;;;;;;;;;;49,4;;
;;20/01/2020 - 19:09;0;0;0;0;11,34;;;;;;;;;;51,8;;
;;20/01/2020 - 20:09;0;0;0;0;11,13;;;;;;;;;;53,1;;
;;20/01/2020 - 21:09;0;0;0;0;11,17;;;;;;;;;;52,8;;
;;20/01/2020 - 22:09;0;0;0;0;11,12;;;;;;;;;;53,1;;
;;20/01/2020 - 23:09;0;0;0;0;11,11;10,48;;10,36;;;;;;;53,2;;
;martedì;21/01/2020 - 00:09;0;0;0;0;11,02;;;;;;;;;;53,7;1218,74;
;;21/01/2020 - 01:09;0;0;0;0;10,88;;;;;;;;;;54,6;;
;;21/01/2020 - 02:09;0;0;0;0;10,82;;;;;;;;;;54,9;;
;;21/01/2020 - 03:09;0;0;0;0;10,91;;;;;;;;;;54,4;;
;;21/01/2020 - 04:09;0;0;0;0;10,91;;;;;;;;;;54,4;;
;;21/01/2020 - 05:09;0;0;0;0;10,7;;;;;;;;;;55,6;;
;;21/01/2020 - 06:09;0;0;0;0;10,85;;;;;;;;;;54,7;;
;;21/01/2020 - 07:09;0;0;0;0;10,9;;;;;;;;;;54,4;;
;;21/01/2020 - 08:09;0;0;0;0;10,91;;;;;;;;;;54,4;;
;;21/01/2020 - 09:09;23,05;64,75;1,1;9,48;11,28;;;;;;;;;;52,2;;
;;21/01/2020 - 10:09;8,22;111,32;1,85;18,75;11,79;;;;;;;;;;49,1;;
;;21/01/2020 - 11:09;0;125,71;2,04;26,26;12,36;;;;;;;;;;45,7;;
;;21/01/2020 - 12:09;1,7;157,35;2,57;31,29;12,69;;;;;;;;;;43,7;;
;;21/01/2020 - 13:09;168,61;286,31;5,68;33,16;12,83;;;;;;;;;;42,9;;
;;21/01/2020 - 14:09;151,37;271,9;5,35;31,56;13,21;;;;;;;;;;40,6;;
;;21/01/2020 - 15:09;94,2;222,54;4,18;26,75;13,18;;;;;;;;;;40,8;;
;;21/01/2020 - 16:09;18,04;131,48;2,24;19,4;12,96;;;;;;;;;;42,1;;
;;21/01/2020 - 17:09;35,9;74,22;1,34;10,24;12,5;;;;;;;;;;44,9;;
;;21/01/2020 - 18:09;0;0;0;0;11,72;;;;;;;;;;49,5;;
;;21/01/2020 - 19:09;0;0;0;0;11,13;;;;;;;;;;53,1;;
;;21/01/2020 - 20:09;0;0;0;0;10,88;;;;;;;;;;54,6;;
;;21/01/2020 - 21:09;0;0;0;0;10,81;;;;;;;;;;55,0;;
;;21/01/2020 - 22:09;0;0;0;0;10,63;;;;;;;;;;56,1;;
;;21/01/2020 - 23:09;0;0;0;0;10,43;11,51;;11,45;;;;;;;57,3;;
;mercoledì;22/01/2020 - 00:09;0;0;0;0;10,46;;;;;;;;;;57,1;1323,56;
;;22/01/2020 - 01:09;0;0;0;0;10,21;;;;;;;;;;58,6;;
;;22/01/2020 - 02:09;0;0;0;0;10,19;;;;;;;;;;58,7;;
;;22/01/2020 - 03:09;0;0;0;0;10,23;;;;;;;;;;58,5;;
;;22/01/2020 - 04:09;0;0;0;0;10;;;;;;;;;;59,8;;
;;22/01/2020 - 05:09;0;0;0;0;9,94;;;;;;;;;;60,2;;
;;22/01/2020 - 06:09;0;0;0;0;9,77;;;;;;;;;;61,2;;
;;22/01/2020 - 07:09;0;0;0;0;9,82;;;;;;;;;;60,9;;
;;22/01/2020 - 08:09;0;0;0;0;9,56;;;;;;;;;;62,5;;
;;22/01/2020 - 09:09;0;31,43;0,51;9,59;10,05;;;;;;;;;;59,5;;
;;22/01/2020 - 10:09;2,04;101,98;1,67;18,89;11,15;;;;;;;;;;52,9;;
;;22/01/2020 - 11:09;0;124,79;2,03;26,43;11,87;;;;;;;;;;48,6;;
;;22/01/2020 - 12:09;0;122,01;1,98;31,49;12,49;;;;;;;;;;44,9;;
;;22/01/2020 - 13:09;0;84,12;1,37;33,39;12,18;;;;;;;;;;46,8;;
;;22/01/2020 - 14:09;0;65,63;1,07;31,79;12,18;;;;;;;;;;46,8;;
;;22/01/2020 - 15:09;0;83,19;1,35;26,98;12,21;;;;;;;;;;46,6;;
;;22/01/2020 - 16:09;0;80,42;1,31;19,62;12,21;;;;;;;;;;46,6;;
;;22/01/2020 - 17:09;28,74;74,72;1,32;10,45;11,9;;;;;;;;;;48,5;;
;;22/01/2020 - 18:09;0;0;0;0;11,44;;;;;;;;;;51,2;;
;;22/01/2020 - 19:09;0;0;0;0;10,79;;;;;;;;;;55,1;;
;;22/01/2020 - 20:09;0;0;0;0;10,61;;;;;;;;;;56,2;;
;;22/01/2020 - 21:09;0;0;0;0;10,3;;;;;;;;;;58,0;;
;;22/01/2020 - 22:09;0;0;0;0;9,82;;;;;;;;;;60,9;;
;;22/01/2020 - 23:09;0;0;0;0;9,4;10,78;;10,6375;;;;;;;63,4;;
;giovedì;23/01/2020 - 00:09;0;0;0;0;8,99;;;;;;;;;;65,9;1371,49;
;;23/01/2020 - 01:09;0;0;0;0;8,73;;;;;;;;;;67,4;;
;;23/01/2020 - 02:09;0;0;0;0;8,83;;;;;;;;;;66,8;;
;;23/01/2020 - 03:09;0;0;0;0;9,1;;;;;;;;;;65,2;;
;;23/01/2020 - 04:09;0;0;0;0;9,46;;;;;;;;;;63,1;;
;;23/01/2020 - 05:09;0;0;0;0;9,33;;;;;;;;;;63,8;;
;;23/01/2020 - 06:09;0;0;0;0;8,94;;;;;;;;;;66,2;;
;;23/01/2020 - 07:09;0;0;0;0;8,69;;;;;;;;;;67,7;;
;;23/01/2020 - 08:09;0;0;0;0;8,78;;;;;;;;;;67,1;;
;;23/01/2020 - 09:09;22,51;65,49;1,11;9,71;8,71;;;;;;;;;;67,5;;
;;23/01/2020 - 10:09;14,21;122,61;2,06;19,04;10,18;;;;;;;;;;58,8;;
;;23/01/2020 - 11:09;1,79;144,45;2,36;26,61;11,94;;;;;;;;;;48,2;;
;;23/01/2020 - 12:09;1,69;167,53;2,74;31,7;12,76;;;;;;;;;;43,3;;
;;23/01/2020 - 13:09;0;133,11;2,16;33,62;13,15;;;;;;;;;;41,0;;
;;23/01/2020 - 14:09;0;140,5;2,29;32,03;13,24;;;;;;;;;;40,4;;
;;23/01/2020 - 15:09;1,66;141,63;2,32;27,22;13,21;;;;;;;;;;40,6;;
;;23/01/2020 - 16:09;3,56;106,77;1,76;19,85;13,05;;;;;;;;;;41,6;;
;;23/01/2020 - 17:09;23,96;72,72;1,28;10,66;12,73;;;;;;;;;;43,5;;
;;23/01/2020 - 18:09;0;0;0;0;11,97;;;;;;;;;;48,0;;
;;23/01/2020 - 19:09;0;0;0;0;10,91;;;;;;;;;;54,4;;
;;23/01/2020 - 20:09;0;0;0;0;10,31;;;;;;;;;;58,0;;
;;23/01/2020 - 21:09;0;0;0;0;9,84;;;;;;;;;;60,8;;
;;23/01/2020 - 22:09;0;0;0;0;9,19;;;;;;;;;;64,7;;
;;23/01/2020 - 23:09;0;0;0;0;8,73;10,45;;10,2375;;;;;;;67,4;;
;venerdì;24/01/2020 - 00:09;0;0;0;0;8,52;;;;;;;;;;68,7;1390,28;
;;24/01/2020 - 01:09;0;0;0;0;8,22;;;;;;;;;;70,5;;
;;24/01/2020 - 02:09;0;0;0;0;7,86;;;;;;;;;;72,6;;
;;24/01/2020 - 03:09;0;0;0;0;7,76;;;;;;;;;;73,2;;
;;24/01/2020 - 04:09;0;0;0;0;8,04;;;;;;;;;;71,6;;
;;24/01/2020 - 05:09;0;0;0;0;8,25;;;;;;;;;;70,3;;
;;24/01/2020 - 06:09;0;0;0;0;8,88;;;;;;;;;;66,5;;
;;24/01/2020 - 07:09;0;0;0;0;9,35;;;;;;;;;;63,7;;
;;24/01/2020 - 08:09;0;0;0;0;9,77;;;;;;;;;;61,2;;
;;24/01/2020 - 09:09;97,29;86,08;1,59;9,83;9,84;;;;;;;;;;60,8;;
;;24/01/2020 - 10:09;137,11;168,76;3,32;19,19;10,75;;;;;;;;;;55,3;;
;;24/01/2020 - 11:09;35,66;196,82;3,4;26,8;11,32;;;;;;;;;;51,9;;
;;24/01/2020 - 12:09;169,61;277,63;5,52;31,92;11,77;;;;;;;;;;49,2;;
;;24/01/2020 - 13:09;26,12;235,35;4;33,85;12;;;;;;;;;;47,9;;
;;24/01/2020 - 14:09;19,48;217,51;3,67;32,28;12,37;;;;;;;;;;45,7;;
;;24/01/2020 - 15:09;1,66;143,48;2,35;27,46;12,06;;;;;;;;;;47,5;;
;;24/01/2020 - 16:09;0;73,95;1,2;20,08;12,1;;;;;;;;;;47,3;;
;;24/01/2020 - 17:09;6,44;62,95;1,05;10,87;11,84;;;;;;;;;;48,8;;
;;24/01/2020 - 18:09;0;0;0;0;11,52;;;;;;;;;;50,7;;
;;24/01/2020 - 19:09;0;0;0;0;11,18;;;;;;;;;;52,8;;
;;24/01/2020 - 20:09;0;0;0;0;10,98;;;;;;;;;;54,0;;
;;24/01/2020 - 21:09;0;0;0;0;11,12;;;;;;;;;;53,1;;
;;24/01/2020 - 22:09;0;0;0;0;11,06;;;;;;;;;;53,5;;
;;24/01/2020 - 23:09;0;0;0;0;11,07;10,32;;10,2375;;;;;;;53,4;;
;sabato;25/01/2020 - 00:09;0;0;0;0;11,04;;;;;;;;;;53,6;1131,27;
;;25/01/2020 - 01:09;0;0;0;0;10,82;;;;;;;;;;54,9;;
;;25/01/2020 - 02:09;0;0;0;0;10,68;;;;;;;;;;55,8;;
;;25/01/2020 - 03:09;0;0;0;0;10,82;;;;;;;;;;54,9;;
;;25/01/2020 - 04:09;0;0;0;0;10,9;;;;;;;;;;54,4;;
;;25/01/2020 - 05:09;0;0;0;0;10,7;;;;;;;;;;55,6;;
;;25/01/2020 - 06:09;0;0;0;0;10,68;;;;;;;;;;55,8;;
;;25/01/2020 - 07:09;0;0;0;0;10,67;;;;;;;;;;55,8;;
;;25/01/2020 - 08:09;0;0;0;0;10,74;;;;;;;;;;55,4;;
;;25/01/2020 - 09:09;90,59;85,53;1,58;9,96;11,04;;;;;;;;;;53,6;;
;;25/01/2020 - 10:09;68,09;155,87;2,83;19,35;12,22;;;;;;;;;;46,5;;
;;25/01/2020 - 11:09;101,11;225,55;4,21;26,98;13,31;;;;;;;;;;40,0;;
